净值日期,单位净值,日增长率
2015-09-22,3.3843,0.9425
2015-09-23,3.3095,-2.2102
2015-09-24,3.3318,0.6738
2015-09-25,3.2786,-1.5967
2015-09-28,3.2896,0.3355
2015-09-29,3.2253,-1.9546
2015-09-30,3.2499,0.7627
2015-10-08,3.3437,2.8862
2015-10-09,3.3877,1.3159
2015-10-12,3.4965,3.2116
2015-10-13,3.4938,-0.0772
2015-10-14,3.455,-1.1105
2015-10-15,3.5362,2.3502
2015-10-16,3.5838,1.3461
2015-10-19,3.584,0.0056
2015-10-20,3.6283,1.236
2015-10-21,3.5233,-2.8939
2015-10-22,3.575,1.4674
2015-10-23,3.6224,1.3259
2015-10-26,3.6404,0.4969
2015-10-27,3.6444,0.1099
2015-10-28,3.5757,-1.8851
2015-10-29,3.5842,0.2377
2015-10-30,3.5853,0.0307
2015-11-02,3.5266,-1.6372
2015-11-03,3.5161,-0.2977
2015-11-04,3.6805,4.6756
2015-11-05,3.7576,2.0948
2015-11-06,3.8455,2.3393
2015-11-09,3.8924,1.2196
2015-11-10,3.8853,-0.1824
2015-11-11,3.8858,0.0129
2015-11-12,3.8474,-0.9882
2015-11-13,3.7983,-1.2762
2015-11-16,3.8183,0.5266
2015-11-17,3.8123,-0.1571
2015-11-18,3.7694,-1.1253
2015-11-19,3.8291,1.5838
2015-11-20,3.8284,-0.0183
2015-11-23,3.807,-0.559
2015-11-24,3.8076,0.0158
2015-11-25,3.8354,0.7301
2015-11-26,3.813,-0.584
2015-11-27,3.6101,-5.3213
2015-11-30,3.6199,0.2715
2015-12-01,3.6446,0.6823
2015-12-02,3.7746,3.5669
2015-12-03,3.8023,0.7339
2015-12-04,3.7304,-1.891
2015-12-07,3.74,0.2573
2015-12-08,3.675,-1.738
2015-12-09,3.6881,0.3565
2015-12-10,3.6759,-0.3308
2015-12-11,3.6603,-0.4244
2015-12-14,3.764,2.8331
2015-12-15,3.7467,-0.4596
2015-12-16,3.7378,-0.2375
2015-12-17,3.8084,1.8888
2015-12-18,3.8206,0.3203
2015-12-21,3.919,2.5755
2015-12-22,3.9293,0.2628
2015-12-23,3.9191,-0.2596
2015-12-24,3.8822,-0.9415
2015-12-25,3.891,0.2267
2015-12-28,3.7799,-2.8553
2015-12-29,3.8138,0.8968
2015-12-30,3.8176,0.0996
2015-12-31,3.7831,-0.9037
2016-01-04,3.5191,-6.9784
2016-01-05,3.5289,0.2785
2016-01-06,3.5903,1.7399
2016-01-07,3.3425,-6.9019
2016-01-08,3.4101,2.0224
2016-01-11,3.2391,-5.0145
2016-01-12,3.2622,0.7132
2016-01-13,3.2018,-1.8515
2016-01-14,3.2681,2.0707
2016-01-15,3.1642,-3.1792
2016-01-18,3.1764,0.3856
2016-01-19,3.2697,2.9373
2016-01-20,3.1697,-1.4986
2016-01-21,3.0763,-2.9467
2016-01-22,3.1085,1.0467
2016-01-25,3.1238,0.4922
2016-01-26,2.9351,-6.0407
2016-01-27,2.9248,-0.3509
2016-01-28,2.8482,-2.619
2016-01-29,2.9406,3.2442
2016-02-01,2.8957,-1.5269
2016-02-02,2.9562,2.0893
2016-02-03,2.9435,-0.4296
2016-02-04,2.9796,1.2264
2016-02-05,2.9585,-0.7081
2016-02-15,2.9409,-0.5949
2016-02-16,3.0313,3.0739
2016-02-17,3.0575,0.8643
2016-02-18,3.0477,-0.3205
2016-02-19,3.0456,-0.0689
2016-02-22,3.1131,2.2163
2016-02-23,3.0835,-0.9508
2016-02-24,3.1038,0.6583
2016-02-25,2.9127,-6.157
2016-02-26,2.9428,1.0334
2016-02-29,2.8719,-2.4093
2016-03-01,2.9251,1.8524
2016-03-02,3.0458,4.1264
2016-03-03,3.0528,0.2298
2016-03-04,3.0882,1.1596
2016-03-07,3.099,0.3497
2016-03-08,3.1018,0.0904
2016-03-09,3.0661,-1.1509
2016-03-10,3.0072,-1.921
2016-03-11,3.0123,0.1696
2016-03-14,3.0596,1.5702
2016-03-15,3.0687,0.2974
2016-03-16,3.0839,0.4953
2016-03-17,3.1181,1.109
2016-03-18,3.1658,1.5298
2016-03-21,3.2433,2.448
2016-03-22,3.2195,-0.7338
2016-03-23,3.2299,0.323
2016-03-24,3.1758,-1.675
2016-03-25,3.1916,0.4975
2016-03-28,3.1634,-0.8836
2016-03-29,3.129,-1.0874
2016-03-30,3.2098,2.5823
2016-03-31,3.2114,0.0498
2016-04-01,3.2152,0.1183
2016-04-05,3.2576,1.3187
2016-04-06,3.2507,-0.2118
2016-04-07,3.2024,-1.4858
2016-04-08,3.1786,-0.7432
2016-04-11,3.2227,1.3874
2016-04-12,3.2112,-0.3568
2016-04-13,3.254,1.3328
2016-04-14,3.2684,0.4425
2016-04-15,3.2646,-0.1163
2016-04-18,3.2208,-1.3417
2016-04-19,3.2306,0.3043
2016-04-20,3.1732,-1.7768
2016-04-21,3.1528,-0.6429
2016-04-22,3.1674,0.4631
2016-04-25,3.1543,-0.4136
2016-04-26,3.1715,0.5453
2016-04-27,3.1585,-0.4099
2016-04-28,3.1536,-0.1551
2016-04-29,3.1505,-0.0983
2016-05-03,3.2071,1.7965
2016-05-04,3.203,-0.1278
2016-05-05,3.2075,0.1405
2016-05-06,3.1262,-2.5347
2016-05-09,3.0615,-2.0696
2016-05-10,3.065,0.1143
2016-05-11,3.0787,0.447
2016-05-12,3.0858,0.2306
2016-05-13,3.0706,-0.4926
2016-05-16,3.0909,0.6611
2016-05-17,3.0826,-0.2685
2016-05-18,3.065,-0.5709
2016-05-19,3.0599,-0.1664
2016-05-20,3.0755,0.5098
2016-05-23,3.0852,0.3154
2016-05-24,3.0616,-0.7649
2016-05-25,3.0574,-0.1372
2016-05-26,3.0627,0.1733
2016-05-27,3.0611,-0.0522
2016-05-30,3.0655,0.1437
2016-05-31,3.1688,3.3698
2016-06-01,3.1596,-0.2903
2016-06-02,3.1663,0.2121
2016-06-03,3.1892,0.7232
2016-06-06,3.1816,-0.2383
2016-06-07,3.1804,-0.0377
2016-06-08,3.1699,-0.3301
2016-06-13,3.0729,-3.06
2016-06-14,3.0827,0.3189
2016-06-15,3.1234,1.3203
2016-06-16,3.1044,-0.6083
2016-06-17,3.1219,0.5637
2016-06-20,3.1244,0.0801
2016-06-21,3.1179,-0.208
2016-06-22,3.1456,0.8884
2016-06-23,3.1317,-0.4419
2016-06-24,3.0962,-1.1336
2016-06-27,3.1395,1.3985
2016-06-28,3.1562,0.5319
2016-06-29,3.1712,0.4753
2016-06-30,3.1748,0.1135
2016-07-01,3.1766,0.0567
2016-07-04,3.2274,1.5992
2016-07-05,3.2324,0.1549
2016-07-06,3.243,0.3279
2016-07-07,3.2423,-0.0216
2016-07-08,3.23,-0.3794
2016-07-11,3.242,0.3715
2016-07-12,3.3118,2.153
2016-07-13,3.3279,0.4861
2016-07-14,3.3219,-0.1803
2016-07-15,3.3236,0.0512
2016-07-18,3.3093,-0.4303
2016-07-19,3.2969,-0.3747
2016-07-20,3.2864,-0.3185
2016-07-21,3.3014,0.4564
2016-07-22,3.2743,-0.8209
2016-07-25,3.2807,0.1955
2016-07-26,3.3198,1.1918
2016-07-27,3.269,-1.5302
2016-07-28,3.2719,0.0887
2016-07-29,3.2569,-0.4584
2016-08-01,3.2295,-0.8413
2016-08-02,3.2416,0.3747
2016-08-03,3.246,0.1357
2016-08-04,3.2535,0.2311
2016-08-05,3.2585,0.1537
2016-08-08,3.2873,0.8838
2016-08-09,3.3101,0.6936
2016-08-10,3.2965,-0.4109
2016-08-11,3.2878,-0.2639
2016-08-12,3.3495,1.8766
2016-08-15,3.4484,2.9527
2016-08-16,3.433,-0.4466
2016-08-17,3.4278,-0.1515
2016-08-18,3.4193,-0.248
2016-08-19,3.4213,0.0585
2016-08-22,3.3929,-0.8301
2016-08-23,3.3982,0.1562
2016-08-24,3.387,-0.3296
2016-08-25,3.366,-0.62
2016-08-26,3.3643,-0.0505
2016-08-29,3.3647,0.0119
2016-08-30,3.369,0.1278
2016-08-31,3.3848,0.469
2016-09-01,3.3585,-0.777
2016-09-02,3.3721,0.4049
2016-09-05,3.3795,0.2194
2016-09-06,3.4032,0.7013
2016-09-07,3.4012,-0.0588
2016-09-08,3.3996,-0.047
2016-09-09,3.3779,-0.6383
2016-09-12,3.3221,-1.6519
2016-09-13,3.3198,-0.0692
2016-09-14,3.298,-0.6567
2016-09-19,3.3228,0.752
2016-09-20,3.3168,-0.1806
2016-09-21,3.3264,0.2894
2016-09-22,3.3509,0.7365
2016-09-23,3.3349,-0.4775
2016-09-26,3.2802,-1.6402
2016-09-27,3.301,0.6341
2016-09-28,3.2912,-0.2969
2016-09-29,3.3048,0.4132
2016-09-30,3.3142,0.2844
2016-10-10,3.3544,1.213
2016-10-11,3.367,0.3756
2016-10-12,3.3606,-0.1901
2016-10-13,3.3632,0.0774
2016-10-14,3.3661,0.0862
2016-10-17,3.3375,-0.8496
2016-10-18,3.3813,1.3124
2016-10-19,3.3761,-0.1538
2016-10-20,3.3786,0.074
2016-10-21,3.388,0.2782
2016-10-24,3.428,1.1806
2016-10-25,3.4281,0.0029
2016-10-26,3.415,-0.3821
2016-10-27,3.4057,-0.2723
2016-10-28,3.4001,-0.1644
2016-10-31,3.396,-0.1206
2016-11-01,3.419,0.6773
2016-11-02,3.393,-0.7605
2016-11-03,3.425,0.9431
2016-11-04,3.4139,-0.3241
2016-11-07,3.4161,0.0644
2016-11-08,3.4309,0.4332
2016-11-09,3.4127,-0.5305
2016-11-10,3.4505,1.1076
2016-11-11,3.4771,0.7709
2016-11-14,3.49,0.371
2016-11-15,3.4896,-0.0115
2016-11-16,3.4892,-0.0115
2016-11-17,3.4963,0.2035
2016-11-18,3.477,-0.552
2016-11-21,3.5007,0.6816
2016-11-22,3.5283,0.7884
2016-11-23,3.5357,0.2097
2016-11-24,3.5499,0.4016
2016-11-25,3.5829,0.9296
2016-11-28,3.597,0.3935
2016-11-29,3.6262,0.8118
2016-11-30,3.5998,-0.728
2016-12-01,3.6276,0.7723
2016-12-02,3.5905,-1.0227
2016-12-05,3.5294,-1.7017
2016-12-06,3.5192,-0.289
2016-12-07,3.536,0.4774
2016-12-08,3.5304,-0.1584
2016-12-09,3.5538,0.6628
2016-12-12,3.4675,-2.4284
2016-12-13,3.463,-0.1298
2016-12-14,3.4363,-0.771
2016-12-15,3.3973,-1.1349
2016-12-16,3.4024,0.1501
2016-12-19,3.3849,-0.5143
2016-12-20,3.3644,-0.6056
2016-12-21,3.3942,0.8857
2016-12-22,3.3914,-0.0825
2016-12-23,3.3629,-0.8404
2016-12-26,3.3779,0.446
2016-12-27,3.3717,-0.1835
2016-12-28,3.3569,-0.4389
2016-12-29,3.3527,-0.1251
2016-12-30,3.3655,0.3818
2016-12-31,3.3654,-0.003
2017-01-03,3.3979,0.9627
2017-01-04,3.4243,0.777
2017-01-05,3.4237,-0.0175
2017-01-06,3.4032,-0.5988
2017-01-09,3.4195,0.479
2017-01-10,3.4138,-0.1667
2017-01-11,3.3897,-0.706
2017-01-12,3.3725,-0.5074
2017-01-13,3.3748,0.0682
2017-01-16,3.374,-0.0237
2017-01-17,3.3809,0.2045
2017-01-18,3.3941,0.3904
2017-01-19,3.3839,-0.3005
2017-01-20,3.4097,0.7624
2017-01-23,3.3637,0.264
2017-01-24,3.364,0.0089
2017-01-25,3.3754,0.3389
2017-01-26,3.3875,0.3585
2017-02-03,3.3637,-0.7026
2017-02-06,3.3721,0.2497
2017-02-07,3.3646,-0.2224
2017-02-08,3.3821,0.5201
2017-02-09,3.395,0.3814
2017-02-10,3.412,0.5007
2017-02-13,3.4347,0.6653
2017-02-14,3.4339,-0.0233
2017-02-15,3.4199,-0.4077
2017-02-16,3.439,0.5585
2017-02-17,3.4195,-0.567
2017-02-20,3.4692,1.4534
2017-02-21,3.4805,0.3257
2017-02-22,3.4873,0.1954
2017-02-23,3.4708,-0.4731
2017-02-24,3.4714,0.0173
2017-02-27,3.4438,-0.7951
2017-02-28,3.4502,0.1858
2017-03-01,3.4558,0.1623
2017-03-02,3.4326,-0.6713
2017-03-03,3.4254,-0.2098
2017-03-06,3.444,0.543
2017-03-07,3.4516,0.2207
2017-03-08,3.4463,-0.1536
2017-03-09,3.4247,-0.6268
2017-03-10,3.4256,0.0263
2017-03-13,3.4555,0.8728
2017-03-14,3.454,-0.0434
2017-03-15,3.4609,0.1998
2017-03-16,3.4787,0.5143
2017-03-17,3.4431,-1.0234
2017-03-20,3.4468,0.1075
2017-03-21,3.4635,0.4845
2017-03-22,3.4474,-0.4648
2017-03-23,3.4592,0.3423
2017-03-24,3.4867,0.795
2017-03-27,3.475,-0.3356
2017-03-28,3.4668,-0.236
2017-03-29,3.4628,-0.1154
2017-03-30,3.4345,-0.8173
2017-03-31,3.4548,0.5911
2017-04-05,3.5026,1.3836
2017-04-06,3.5128,0.2912
2017-04-07,3.5164,0.1025
2017-04-10,3.5039,-0.3555
2017-04-11,3.5161,0.3482
2017-04-12,3.508,-0.2304
2017-04-13,3.5131,0.1454
2017-04-14,3.4851,-0.797
2017-04-17,3.4783,-0.1951
2017-04-18,3.4612,-0.4916
2017-04-19,3.4445,-0.4825
2017-04-20,3.4601,0.4529
2017-04-21,3.4651,0.1445
2017-04-24,3.4296,-1.0245
2017-04-25,3.4395,0.2887
2017-04-26,3.4437,0.1221
2017-04-27,3.4454,0.0494
2017-04-28,3.4384,-0.2032
2017-05-02,3.4249,-0.3926
2017-05-03,3.4116,-0.3883
2017-05-04,3.4027,-0.2609
2017-05-05,3.3809,-0.6407
2017-05-08,3.3568,-0.7128
2017-05-09,3.352,-0.143
2017-05-10,3.3391,-0.3848
2017-05-11,3.3584,0.578
2017-05-12,3.388,0.8814
2017-05-15,3.4021,0.4162
2017-05-16,3.4319,0.8759
2017-05-17,3.4132,-0.5449
2017-05-18,3.4018,-0.334
2017-05-19,3.4077,0.1734
2017-05-22,3.4152,0.2201
2017-05-23,3.4283,0.3836
2017-05-24,3.4283,0.0
2017-05-25,3.4906,1.8172
2017-05-26,3.4857,-0.1404
2017-05-31,3.4979,0.35
2017-06-01,3.5029,0.1429
2017-06-02,3.4918,-0.3169
2017-06-05,3.4749,-0.484
2017-06-06,3.4993,0.7022
2017-06-07,3.5409,1.1888
2017-06-08,3.5683,0.7738
2017-06-09,3.5851,0.4708
2017-06-12,3.5835,-0.0446
2017-06-13,3.5919,0.2344
2017-06-14,3.5522,-1.1053
2017-06-15,3.5461,-0.1717
2017-06-16,3.5406,-0.1551
2017-06-19,3.5759,0.997
2017-06-20,3.5688,-0.1986
2017-06-21,3.6105,1.1685
2017-06-22,3.6134,0.0803
2017-06-23,3.6459,0.8994
2017-06-26,3.691,1.237
2017-06-27,3.6976,0.1788
2017-06-28,3.6691,-0.7708
2017-06-29,3.6931,0.6541
2017-06-30,3.6919,-0.0325
2017-07-03,3.6757,-0.4388
2017-07-04,3.6454,-0.8243
2017-07-05,3.689,1.196
2017-07-06,3.6912,0.0596
2017-07-07,3.6909,-0.0081
2017-07-10,3.6911,0.0054
2017-07-11,3.7124,0.5771
2017-07-12,3.7017,-0.2882
2017-07-13,3.7327,0.8375
2017-07-14,3.7527,0.5358
2017-07-17,3.7132,-1.0526
2017-07-18,3.7181,0.132
2017-07-19,3.7817,1.7106
2017-07-20,3.8,0.4839
2017-07-21,3.7817,-0.4816
2017-07-24,3.797,0.4046
